date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:09:03	82280/82280	---M--	200	added ('OK')	text/css	etag:%224bc0294-14168-54a9652023cfe%22	http://biometric2017.org/wp-content/themes/primer/style.css?ver=4.9.6	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/themes/primer/style1845.css	(from http://biometric2017.org/)
16:09:03	6188/6188	---M--	200	added ('OK')	text/css	etag:%224bc14d1-182c-55d43e5c58192%22	http://biometric2017.org/wp-content/tablepress-combined.min.css?ver=2	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/tablepress-combined.min77ae.css	(from http://biometric2017.org/)
16:09:05	5786/5786	---M--	200	added ('OK')	application/javascript	etag:%224bc1581-169a-55d4adde1c852%22	http://biometric2017.org/wp-content/plugins/dk-new-medias-image-rotator-widget/js/dkirw.js?ver=4.9.6	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/plugins/dk-new-medias-image-rotator-widget/js/dkirw1845.js	(from http://biometric2017.org/)
16:09:05	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%224bc1213-2748-5333ff613c400%22	http://biometric2017.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://biometric2017.org/)
16:09:06	17553/17553	---M-Z	200	added ('OK')	application/javascript	etag:%22112170d-4491-56bb189896292-gzip%22	https://cdn.datatables.net/buttons/1.4.2/js/dataTables.buttons.min.js?ver=4.9.6	C:/My%20Web%20Sites/Biometrics2017/cdn.datatables.net/buttons/1.4.2/js/dataTables.buttons.min1845.js	(from http://biometric2017.org/)
16:09:07	2767/2767	---M-Z	200	added ('OK')	application/javascript	etag:%221121541-acf-5712f4499a982-gzip%22	http://cdn.datatables.net/buttons/1.4.2/js/buttons.colVis.min.js?ver=4.9.6	C:/My%20Web%20Sites/Biometrics2017/cdn.datatables.net/buttons/1.4.2/js/buttons.colVis.min1845.js	(from http://biometric2017.org/)
16:09:07	1955/1955	---M-Z	200	added ('OK')	application/javascript	etag:%22112154d-7a3-5712f4499ad6a-gzip%22	http://cdn.datatables.net/buttons/1.4.2/js/buttons.print.min.js?ver=4.9.6	C:/My%20Web%20Sites/Biometrics2017/cdn.datatables.net/buttons/1.4.2/js/buttons.print.min1845.js	(from http://biometric2017.org/)
16:09:10	81906/81906	---M-Z	200	added ('OK')	application/javascript	etag:%221121499-13ff2-56bb189693832-gzip%22	https://cdn.datatables.net/1.10.16/js/jquery.dataTables.min.js?ver=4.9.6	C:/My%20Web%20Sites/Biometrics2017/cdn.datatables.net/1.10.16/js/jquery.dataTables.min1845.js	(from http://biometric2017.org/)
16:09:18	97184/97184	---M--	200	added ('OK')	application/javascript	etag:%224bc121c-17ba0-5337eac0d4540%22	http://biometric2017.org/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-includes/js/jquery/jqueryb8ff.js	(from http://biometric2017.org/)
16:09:24	101939/101939	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4954-18e33%22	http://cdnjs.cloudflare.com/ajax/libs/jszip/3.1.3/jszip.min.js?ver=4.9.6	C:/My%20Web%20Sites/Biometrics2017/cdnjs.cloudflare.com/ajax/libs/jszip/3.1.3/jszip.min1845.js	(from http://biometric2017.org/)
16:09:25	23865/23865	---M-Z	200	added ('OK')	application/javascript	etag:%221121547-5d39-5712f4499ad6a-gzip%22	http://cdn.datatables.net/buttons/1.4.2/js/buttons.html5.min.js?ver=4.9.6	C:/My%20Web%20Sites/Biometrics2017/cdn.datatables.net/buttons/1.4.2/js/buttons.html5.min1845.js	(from http://biometric2017.org/)
16:09:26	11472/11472	---M-Z	200	added ('OK')	application/javascript	etag:%22114055c-2cd0-56bb18a3aa192-gzip%22	https://cdn.datatables.net/select/1.2.3/js/dataTables.select.min.js?ver=4.9.6	C:/My%20Web%20Sites/Biometrics2017/cdn.datatables.net/select/1.2.3/js/dataTables.select.min1845.js	(from http://biometric2017.org/)
16:09:27	6730/6730	---M-Z	200	added ('OK')	application/javascript	etag:%221120237-1a4a-56bb189a3e3ba-gzip%22	https://cdn.datatables.net/fixedheader/3.1.3/js/dataTables.fixedHeader.min.js?ver=4.9.6	C:/My%20Web%20Sites/Biometrics2017/cdn.datatables.net/fixedheader/3.1.3/js/dataTables.fixedHeader.min1845.js	(from http://biometric2017.org/)
16:09:28	16573/16573	---M-Z	200	added ('OK')	application/javascript	etag:%2211204f3-40bd-5712f44b8ddca-gzip%22	https://cdn.datatables.net/fixedcolumns/3.2.3/js/dataTables.fixedColumns.min.js?ver=4.9.6	C:/My%20Web%20Sites/Biometrics2017/cdn.datatables.net/fixedcolumns/3.2.3/js/dataTables.fixedColumns.min1845.js	(from http://biometric2017.org/)
16:09:29	12400/12400	---M-Z	200	added ('OK')	application/javascript	etag:%22134213a-3070-5712f467199ea-gzip%22	https://cdn.datatables.net/responsive/2.2.0/js/dataTables.responsive.min.js?ver=4.9.6	C:/My%20Web%20Sites/Biometrics2017/cdn.datatables.net/responsive/2.2.0/js/dataTables.responsive.min1845.js	(from http://biometric2017.org/)
16:09:30	2433/2433	---M--	200	added ('OK')	application/javascript	etag:%224bc15da-981-55cbd2c0e6745%22	http://biometric2017.org/wp-content/plugins/inline-google-spreadsheet-viewer/igsv-datatables.js?ver=4.9.6	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/plugins/inline-google-spreadsheet-viewer/igsv-datatables1845.js	(from http://biometric2017.org/)
16:09:31	4672/4672	---M--	200	added ('OK')	application/javascript	etag:%224bc15dc-1240-55cbd2c0e6745%22	http://biometric2017.org/wp-content/plugins/inline-google-spreadsheet-viewer/igsv-gvizcharts.js?ver=4.9.6	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/plugins/inline-google-spreadsheet-viewer/igsv-gvizcharts1845.js	(from http://biometric2017.org/)
16:09:31	815/815	---M--	200	added ('OK')	application/javascript	etag:%224bc00dc-32f-55d43e1c9ec6b%22	http://biometric2017.org/wp-content/plugins/simple-staff-list/public/js/simple-staff-list-public.js?ver=2.0.1	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/plugins/simple-staff-list/public/js/simple-staff-list-public7406.js	(from http://biometric2017.org/)
16:09:33	836/836	---MC-	200	added ('OK')	text/xml	date:Wed,%2003%20Oct%202018%2006:39:31%20GMT	http://biometric2017.org/xmlrpc.php?rsd	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/xmlrpc0db0.php	(from http://biometric2017.org/)
16:09:42	53008/53008	---MC-	200	added ('OK')	application/json	date:Wed,%2003%20Oct%202018%2006:39:33%20GMT	http://biometric2017.org/wp-json/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/index.html	(from http://biometric2017.org/)
16:09:44	2198/2198	---MC-	200	added ('OK')	application/json	date:Wed,%2003%20Oct%202018%2006:39:42%20GMT	http://biometric2017.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbiometric2017.org%2F	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/oembed/1.0/embed1f95.json	(from http://biometric2017.org/)
16:09:46	2297/2297	---MC-	200	added ('OK')	text/xml	date:Wed,%2003%20Oct%202018%2006:39:44%20GMT	http://biometric2017.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbiometric2017.org%2F&format=xml	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/oembed/1.0/embed8b76	(from http://biometric2017.org/)
16:09:49	321251/321251	---M--	200	added ('OK')	image/jpeg	etag:%224bc06f2-4e6e3-5497c6c03e491%22	http://biometric2017.org/wp-content/uploads/2017/02/cropped-cropped-Mantra-on-Salt-Beach-2-2400x762.jpg	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/02/cropped-cropped-Mantra-on-Salt-Beach-2-2400x762.jpg	(from http://biometric2017.org/)
16:09:50	908/908	---M--	200	added ('OK')	image/png	etag:%224bc06d5-38c-5497a3220cc70%22	http://biometric2017.org/wp-content/uploads/2017/02/IBS-logo.png	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/02/IBS-logo.png	(from http://biometric2017.org/)
16:09:51	8113/8113	---M--	200	added ('OK')	application/javascript	etag:%224bc1cd8-1fb1-5524d8036200d%22	http://biometric2017.org/wp-content/plugins/beaver-builder-lite-version/js/jquery.imagesloaded.js?ver=1.10.5.1	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/plugins/beaver-builder-lite-version/js/jquery.imagesloaded0b88.js	(from http://biometric2017.org/)
16:09:52	4678/4678	---M--	200	added ('OK')	application/javascript	etag:%224bc0ce6-1246-5585931c1cab5%22	http://biometric2017.org/wp-content/plugins/wp-expand-tabs-free/js/jquery.pwstabs-1.1.3.min.js?ver=1	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/plugins/wp-expand-tabs-free/js/jquery.pwstabs-1.1.3.min68b3.js	(from http://biometric2017.org/)
16:09:54	35950/35950	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:39:53%20GMT	http://biometric2017.org/keynotespeakers/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/keynotespeakers/index.html	(from http://biometric2017.org/)
16:09:54	774/774	---M--	200	added ('OK')	application/javascript	etag:%224bc026b-306-54a96520219d6%22	http://biometric2017.org/wp-content/themes/primer/assets/js/navigation.min.js?ver=1.6.0	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/themes/primer/assets/js/navigation.minaff7.js	(from http://biometric2017.org/)
16:09:55	22836/22836	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:39:54%20GMT	http://biometric2017.org/registration/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/registration/index.html	(from http://biometric2017.org/)
16:09:55	460/460	---M--	200	added ('OK')	application/javascript	etag:%224bc026a-1cc-54a96520219d6%22	http://biometric2017.org/wp-content/themes/primer/assets/js/skip-link-focus-fix.min.js?ver=1.6.0	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/themes/primer/assets/js/skip-link-focus-fix.minaff7.js	(from http://biometric2017.org/)
16:09:58	566960/566960	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:39:56%20GMT	http://biometric2017.org/scientificprogramme/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/scientificprogramme/index.html	(from http://biometric2017.org/)
16:10:00	23274/23274	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:39:58%20GMT	http://biometric2017.org/program-outline/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/program-outline/index.html	(from http://biometric2017.org/)
16:10:01	22906/22906	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:40:00%20GMT	http://biometric2017.org/important-dates/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/important-dates/index.html	(from http://biometric2017.org/)
16:10:01	2545/2545	---M--	200	added ('OK')	image/gif	etag:%224bc156e-9f1-55d4adde1c082%22	http://biometric2017.org/wp-content/plugins/dk-new-medias-image-rotator-widget/images/loading.gif	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/plugins/dk-new-medias-image-rotator-widget/images/loading.gif	(from http://biometric2017.org/wp-content/plugins/dk-new-medias-image-rotator-widget/css/dkirw.css?ver=4.9.6)
16:10:03	26534/26534	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:40:00%20GMT	http://biometric2017.org/shortcourses/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/shortcourses/index.html	(from http://biometric2017.org/)
16:10:04	27591/27591	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:40:02%20GMT	http://biometric2017.org/socialprogramme/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/socialprogramme/index.html	(from http://biometric2017.org/)
16:10:04	24409/24409	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:40:03%20GMT	http://biometric2017.org/travel/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/travel/index.html	(from http://biometric2017.org/)
16:10:05	22848/22848	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:40:04%20GMT	http://biometric2017.org/accommodation/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/accommodation/index.html	(from http://biometric2017.org/)
16:10:06	22242/22242	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:40:05%20GMT	http://biometric2017.org/awards/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/awards/index.html	(from http://biometric2017.org/)
16:10:07	21814/21814	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:40:06%20GMT	http://biometric2017.org/organisers/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/organisers/index.html	(from http://biometric2017.org/)
16:10:08	23701/23701	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:40:08%20GMT	http://biometric2017.org/sponsors/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/sponsors/index.html	(from http://biometric2017.org/)
16:10:11	201/201	---M--	200	added ('OK')	image/png	etag:%221121340-c9-5712f444d46d2%22	https://cdn.datatables.net/1.10.16/images/sort_both.png	C:/My%20Web%20Sites/Biometrics2017/cdn.datatables.net/1.10.16/images/sort_both.png	(from https://cdn.datatables.net/1.10.16/css/jquery.dataTables.min.css?ver=4.9.6)
16:10:17	160/160	---M--	200	added ('OK')	image/png	etag:%22112133e-a0-5712f444d46d2%22	https://cdn.datatables.net/1.10.16/images/sort_asc.png	C:/My%20Web%20Sites/Biometrics2017/cdn.datatables.net/1.10.16/images/sort_asc.png	(from https://cdn.datatables.net/1.10.16/css/jquery.dataTables.min.css?ver=4.9.6)
16:10:18	411936/411936	---M--	200	added ('OK')	image/jpeg	etag:%224bc06f4-64920-5497c712d9b2c%22	http://biometric2017.org/wp-content/uploads/2017/02/Mantra-Resort-Swimming-Pool.jpg	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/02/Mantra-Resort-Swimming-Pool.jpg	(from http://biometric2017.org/)
16:10:18	158/158	---M--	200	added ('OK')	image/png	etag:%22112182f-9e-5712f444d46d2%22	https://cdn.datatables.net/1.10.16/images/sort_desc.png	C:/My%20Web%20Sites/Biometrics2017/cdn.datatables.net/1.10.16/images/sort_desc.png	(from https://cdn.datatables.net/1.10.16/css/jquery.dataTables.min.css?ver=4.9.6)
16:10:18	148/148	---M--	200	added ('OK')	image/png	etag:%22112133f-94-5712f444d46d2%22	https://cdn.datatables.net/1.10.16/images/sort_asc_disabled.png	C:/My%20Web%20Sites/Biometrics2017/cdn.datatables.net/1.10.16/images/sort_asc_disabled.png	(from https://cdn.datatables.net/1.10.16/css/jquery.dataTables.min.css?ver=4.9.6)
16:10:19	146/146	---M--	200	added ('OK')	image/png	etag:%221121830-92-5712f444d4aba%22	https://cdn.datatables.net/1.10.16/images/sort_desc_disabled.png	C:/My%20Web%20Sites/Biometrics2017/cdn.datatables.net/1.10.16/images/sort_desc_disabled.png	(from https://cdn.datatables.net/1.10.16/css/jquery.dataTables.min.css?ver=4.9.6)
16:10:20	21716/21716	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Oct%202018%2006:40:19%20GMT	http://biometric2017.org/wp-content/themes/primer/assets/images/search-icon.svg	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/themes/primer/assets/images/search-icon.2f.delayed	(from http://biometric2017.org/wp-content/themes/primer/style.css?ver=4.9.6)
16:10:20	22374/22374	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224bc0253-5766-54a965202064e%22	http://biometric2017.org/wp-content/themes/primer/assets/genericons/Genericons.eot	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/themes/primer/assets/genericons/Genericons.eot	(from http://biometric2017.org/wp-content/themes/primer/style.css?ver=4.9.6)
16:10:20	2632/2632	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224bc14a6-a48-55d43e2104881%22	http://biometric2017.org/wp-content/plugins/tablepress/css/tablepress.eot	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/plugins/tablepress/css/tablepress.eot	(from http://biometric2017.org/wp-content/tablepress-combined.min.css?ver=2)
16:10:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2003%20Oct%202018%2006:40:21%20GMT	http://biometric2017.org/?p=2	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/index905b.html	(from http://biometric2017.org/keynotespeakers/)
16:10:22	2268/2268	---MC-	200	added ('OK')	application/json	date:Wed,%2003%20Oct%202018%2006:40:21%20GMT	http://biometric2017.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbiometric2017.org%2Fkeynotespeakers%2F	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/oembed/1.0/embedfb89.json	(from http://biometric2017.org/keynotespeakers/)
16:10:23	2365/2365	---MC-	200	added ('OK')	text/xml	date:Wed,%2003%20Oct%202018%2006:40:22%20GMT	http://biometric2017.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbiometric2017.org%2Fkeynotespeakers%2F&format=xml	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/oembed/1.0/embed78db	(from http://biometric2017.org/keynotespeakers/)
16:10:24	5144/5144	---M--	200	added ('OK')	image/jpeg	etag:%224bc0099-1418-54a2ffc8eb520%22	http://biometric2017.org/wp-content/uploads/2017/03/Foto_EC_2.jpg	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/03/Foto_EC_2.jpg	(from http://biometric2017.org/keynotespeakers/)
16:10:26	13961/13961	---M--	200	added ('OK')	image/jpeg	etag:%224bc00ac-3689-54a305225f02b%22	http://biometric2017.org/wp-content/uploads/2017/03/Fotot_SonjaGjpg_2-e1488946280284.jpg	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/03/Fotot_SonjaGjpg_2-e1488946280284.jpg	(from http://biometric2017.org/keynotespeakers/)
16:10:26	18628/18628	---M--	200	added ('OK')	image/jpeg	etag:%224bc009a-48c4-54a2ffca2d966%22	http://biometric2017.org/wp-content/uploads/2017/03/foto_DiCook_2.jpg	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/03/foto_DiCook_2.jpg	(from http://biometric2017.org/keynotespeakers/)
16:10:29	15130/15130	---M--	200	added ('OK')	image/jpeg	etag:%224bc0097-3b1a-54a2ffbe12f08%22	http://biometric2017.org/wp-content/uploads/2017/03/Foto_JeanYang_2.jpg	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/03/Foto_JeanYang_2.jpg	(from http://biometric2017.org/keynotespeakers/)
16:10:30	25139/25139	---M--	200	added ('OK')	image/jpeg	etag:%224bc009d-6233-54a2ffcb28cf3%22	http://biometric2017.org/wp-content/uploads/2017/03/Foto_Louise-M-Ryan_2.jpg	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/03/Foto_Louise-M-Ryan_2.jpg	(from http://biometric2017.org/keynotespeakers/)
16:10:31	8997/8997	---M--	200	added ('OK')	image/jpeg	etag:%224bc00ab-2325-54a304b326567%22	http://biometric2017.org/wp-content/uploads/2017/03/Foto_RachelF-e1488946164130.jpg	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/03/Foto_RachelF-e1488946164130.jpg	(from http://biometric2017.org/keynotespeakers/)
16:10:32	12337/12337	---M--	200	added ('OK')	image/jpeg	etag:%224bc0c3d-3031-551321f2a568d%22	http://biometric2017.org/wp-content/uploads/2017/06/thompson.jpg	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/06/thompson.jpg	(from http://biometric2017.org/keynotespeakers/)
16:10:33	2250/2250	---MC-	200	added ('OK')	application/json	date:Wed,%2003%20Oct%202018%2006:40:31%20GMT	http://biometric2017.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbiometric2017.org%2Fregistration%2F	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/oembed/1.0/embed6331.json	(from http://biometric2017.org/registration/)
16:10:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2003%20Oct%202018%2006:40:32%20GMT	http://biometric2017.org/?p=160	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/index9c2b.html	(from http://biometric2017.org/registration/)
16:10:34	2347/2347	---MC-	200	added ('OK')	text/xml	date:Wed,%2003%20Oct%202018%2006:40:33%20GMT	http://biometric2017.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbiometric2017.org%2Fregistration%2F&format=xml	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/oembed/1.0/embedf5ff	(from http://biometric2017.org/registration/)
16:10:36	2282/2282	---MC-	200	added ('OK')	application/json	date:Wed,%2003%20Oct%202018%2006:40:35%20GMT	http://biometric2017.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbiometric2017.org%2Fscientificprogramme%2F	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/oembed/1.0/embedf988.json	(from http://biometric2017.org/scientificprogramme/)
16:10:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2003%20Oct%202018%2006:40:36%20GMT	http://biometric2017.org/?p=614	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/index08c1.html	(from http://biometric2017.org/scientificprogramme/)
16:10:39	2379/2379	---MC-	200	added ('OK')	text/xml	date:Wed,%2003%20Oct%202018%2006:40:37%20GMT	http://biometric2017.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbiometric2017.org%2Fscientificprogramme%2F&format=xml	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/oembed/1.0/embed9ab5	(from http://biometric2017.org/scientificprogramme/)
16:11:27	1039577/1039577	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4a51-fdcd9%22	http://cdnjs.cloudflare.com/ajax/libs/pdfmake/0.1.32/pdfmake.min.js?ver=4.9.6	C:/My%20Web%20Sites/Biometrics2017/cdnjs.cloudflare.com/ajax/libs/pdfmake/0.1.32/pdfmake.min1845.js	(from http://biometric2017.org/)
